,text,label
6990,"Finding out that the university police was afraid to stop the á
foreign students playing loud music (China's shame).
",shame
6991,Not doing well in the examn.,guilt
6992,Aticle published.,joy
6993,Earth crake.,fear
6994,Made a statement that other people did not believe.,anger
6995,Saw poverty in the countryside.,sadness
6996,Saw Chinese people flattering foreigners.,disgust
6997,Not being able to argue against class leaders.,shame
6998,Could not help a student who needs help.,guilt
6999,China winning the Asian Olympic games.,joy
7000,Staying alone in the dark.,fear
7001,Being put down by the class leaders.,anger
7002,Finding out that life span in China is shorter than in the West.,sadness
7003,Girls dressed like foreigners in the university.,disgust
7004,Being insulted in public.,shame
7005,Insulting other people.,guilt
7006,When I found out that I can travel with my best friend.,joy
7007,Walking home in the dark from college.,fear
7008,Finding out that I was deceived by a friend.,anger
7009,Not doing well in an examn.,sadness
7010,Finding out that my best friend was deceiving me.,disgust
7011,Failing an examn because I did not work hard enough.,shame
7012,Not acting on my promise.,guilt
7013,Finding out that I am not ill (not seriously).,joy
7014,"Finding out that my health condition may be against my attending á
university lectures.",fear
7015,Bought something bad from the shop and they refused to change it.,anger
7016,Relative's death.,sadness
7017,Saw people quarreling in a bus.,disgust
7018,Running away from a fire.,shame
7019,Forgot to give a present to my little nephew.,guilt
7020,First public speaking.,joy
7021,Going out alone in the dark.,fear
7022,Saw some young people fighting for seats on a bus.,anger
7023,My mother's death.,sadness
7024,Saw people spitting in public.,disgust
7025,"Went to a lecture about Chinese history and hear about the Opium á
War.",shame
7026,Falling in love.,joy
7027,My friend will find out that I am in love with her.,fear
7028,Falling in love although she is my friend (angry with myself).,anger
7029,My friend still trusts me as a friend.,sadness
7030,Someone being arrogant to me.,disgust
7031,Insulted by a teacher in front of the class.,shame
7032,Falling in love with a close friend.,guilt
7033,Doing unexpectedly well in an examn.,joy
7034,Before the examn.,fear
7035,"I wanted to borrow lecture notes from a friend and he did not á
lend me them.",anger
7036,"Finding out about the university does not have enough foreign á
currency to buy the yournals in your reference list.",sadness
7037,"Someone told me he was chosen for the English lectures because he á
was a good friend of the class leader.",disgust
7038,Finding out about Chinese money cannot buy foreign journals.,shame
7039,Late for a lecture and therefore missed it.,guilt
7040,Talking to a close friend.,joy
7041,Ran into a parking car on a bicycle.,fear
7042,Insulted for no reason.,anger
7043,Did badly in an examn.,sadness
7044,Saw a man dressed as a woman.,disgust
7045,Saw a beggar on the street (China still so poor).,shame
7046,Could not buy a reference book because I got up too late to cue.,guilt
7047,"Found out that me and my best friend are both chosen for the á
English lectures.",joy
7048,I may not be clever enough to understand your English lectures.,fear
7049,"Told by some people the class leader only choose his friends (not á
true).",anger
7050,One of my best friends was hurt by a girl he loves.,sadness
7051,Saw a very arrogant girl walking like a queen.,disgust
7052,China cannot buy your reference.,shame
7053,"A friend asked to borrow my notes and I did not give them away á
(my notes too badly written)",guilt
7054,Talking to a close friend.,joy
7055,Getting ill.,fear
7056,Failed to be elected to be a class leader.,anger
7057,Father lost his temper at home because he was mistreated at work.,sadness
7058,"Saw someone who picked up a cigarette from the floor and smoked á
it.",disgust
7059,Telling a lie.,shame
7060,Not getting the class paper in time for the lecture.,guilt
7061,My father promoted to be a professor.,joy
7062,Anatomy lesson and told we have to do it at night sometimes.,fear
7063,Had an argument with my classmate for borrowed books.,anger
7064,"Finding out that we cannot have good references because China is á
poor.",sadness
7065,Saw someone licking his dining bowl.,disgust
7066,Criticized in front of the class.,shame
7067,Not finishing homework in time.,guilt
7068,Found out that the girl I love loves me	 too.,joy
7069,Reading a horror story alone.,fear
7070,"Being refused to attend the neuropsychology lecture in the á
medical university.",anger
7071,My parents told me that they do not like my friend.,sadness
7072,Saw an arrogant girl walking pass by.,disgust
7073,Not finishing my duty as a class leader.,shame
7074,My friend had trouble and I was not able to help him.,guilt
7075,China winning the Asian Olympic games (TV).,joy
7076,Left alone in the biology building surrounded by empty buildings.,fear
7077,Someone told me we are not as good as the All English Class.,anger
7078,Not getting the reference paper.,sadness
7079,Cueing for a bus and the drivers having long dinner.,disgust
7080,Not finishing homework.,shame
7081,Did not return the library book on time.,guilt
7082,Hear a very nice joke made by a friend.,joy
7083,Thinking about death when walking alone at night.,fear
7084,"Found out that someone I knew well has been misunderstanding me á
for 2 years.",anger
7085,Death of a relative.,sadness
7086,Someone I know and respect sexually assulted a girl.,disgust
7087,My father insulted by other people.,shame
7088,Made a mistake at work.,guilt
7089,Found my name on the list of attending the English lectures.,joy
7090,Doing anatomy alone for the first time.,fear
7091,"Being insulted in front of my parents	 and they believed other á
people (those insulting me).",anger
7092,Death of General Ye Jianying.,sadness
7093,Someone had stolen an article from a library journal.,disgust
7094,Not doing well in the examn.,shame
7095,Not finishing homework in time.,guilt
7096,"Did well in an examn just before my father's birthday: the best á
present I can give to my father.",joy
7097,"I asked someone to bring some present to my father and found out á
that he is not a reliable person. I was afraid if my father would á
not get the presents he would be angry with me.",fear
7098,"Some classmates said I did not do enough social work. Therefore I á
was not elected as a ""Tree Good"" student.",anger
7099,"My father won't be so pleased with me as if I was elected ""Three á
Good"".",sadness
7100,My roommate's lack of consideration of me.,disgust
7101,"My sister said I am not a stable person	 and I think she is á
right.",shame
7102,"My sister forgot to bring presents for my birthday	 I was rude to á
her.",guilt
7103,Had a nice letter from my close friend.,joy
7104,Staying alone in the biology building after the dark.,fear
7105,Being insulted by my roommate (she is in the English Class).,anger
7106,Not being able to do well to be chosen for the English lecture.,sadness
7107,My roommate boasting about her English lectures.,disgust
7108,"When the class leader read out the names of those chosen for the á
English lecture and I was not on the list.",shame
7109,"Some boys told me your nickname is ""Little Girl Doctor""	 I did á
not tell them off and laughed with them.",guilt
7110,Relatives visiting me.,joy
7111,"Finding out the great difference between China and the West in á
science.",fear
7112,Saw my unfair report.,anger
7113,Lecturers being unfair to me in reports.,sadness
7114,"Finding out that some students are getting good reports they do á
not deserve.",disgust
7115,People impolite with me because I did not get a good report.,shame
7116,I kicked the chair in the classroom to express my anger.,guilt
7117,Finding out I was chosen for the English lectures.,joy
7118,"My roommate refused to walk with me to the English lectures. I á
have to walk alone in the dark. Lectures are in the biology á
building.",fear
7119,My roommate being unconsiderate.,anger
7120,My best friend was not chosen for the English lectures.,sadness
7121,"Someone told me I was chosen for the English lectures because I á
am good looking.",disgust
7122,Not doing well in the examn.,shame
7123,"Some boys talking about nicknames of the lecturers	 and I was too á
afraid of them to stop them.",guilt
7124,Found out my wife (girl-friend?) pregnant.,joy
7125,My boat running into another boat.,fear
7126,Punished by a leader.,anger
7127,My teacher's death.,sadness
7128,Saw a mate bribing the leader.,disgust
7129,Insulted by a woman in public.,shame
7130,Fight with my mate after a quarrel.,guilt
7131,Receiving a nice present from my parents.,joy
7132,Finding out that I made a stupid mistake in the examn.,fear
7133,"Finding out about some girls who have been nice to the class á
leader in order to go to the neuropsychology lectures (English á
ones).",anger
7134,Finding out I am not chosen for the English lectures.,sadness
7135,"Some students whose English is worse than mine can go to your á
lectures (English lectures).",disgust
7136,Insulted by classmate in public.,shame
7137,Not handing in homeworks in time.,guilt
7138,Article published.,joy
7139,Walking in the dark and thinking about ghost stories.,fear
7140,Had an insulting letter from my father.,anger
7141,Being misunderstood by friends.,sadness
7142,Saw someone acting in a false manner in public.,disgust
7143,Failed in a piblic argument.,shame
7144,Promised to do something for other people and did not do it.,guilt
7145,"Finding out I am chosen to collect norms for Chinese aphasia (I á
will contribute to China's catching up with the West in á
neuropsychology).",joy
7146,"Finding out in your lecture that a doctor can make misdiagnoses á
because of ignorance in neuropsychology.",fear
7147,Someone talking about me at my back.,anger
7148,"Found out that my grandmother might have been misdiagnosed as a á
psychiatric patient because the doctor did not know about á
neurologism.",sadness
7149,Some students deliberately disobey me as a class leader.,disgust
7150,Finding out that China is backward in science.,shame
7151,"Some students have been calling lecturers nicknames and I was not á
able to find out who they were to stop them.",guilt
7152,Going to a concert.,joy
7153,Finding out that a boy I do not like is in love with me.,fear
7154,Being told that I have not got a personality.,anger
7155,"Power cut made me unable to listen to the songs sung by my á
favourite pop star.",sadness
7156,Someone acting stupid in public.,disgust
7157,Not being able to answer question in a seminar.,shame
7158,Said something I should not have said in public.,guilt
7159,Talking to my close friend.,joy
7160,Hearing a strange noise in the biology building.,fear
7161,Insulted by other people in the shop.,anger
7162,My good friend misunderstood me.,sadness
7163,Being looked at by someone I do not like.,disgust
7164,"I am chosen for the English lectures instead of my good friend á
and people told me that girls are more likely to be chosen.",shame
7165,"I was not able to explain well to my good friend to make him less á
angry.",guilt
7166,Finding out that the person I love understands me.,joy
7167,Watching a horror film.,fear
7168,Being mistreated by other people.,anger
7169,Deceived by other people and ran into trouble.,sadness
7170,Saw a selfish person doing a selfish thing.,disgust
7171,Not doing well in the examn.,shame
7172,Finding out that I have misunderstood other people.,guilt
7173,Hear my name on the list attending the English lectures.,joy
7174,"Staying alone in the room after midnight and reading horror á
stories.",fear
7175,Being told that I am a stupid person.,anger
7176,My parents failed to visit me as they promised.,sadness
7177,Some people not cueing in the dining hall.,disgust
7178,"Saw on TV China not winning more gold medals in the Asian á
Olympics.",shame
7179,Not handing in homework in time.,guilt
7180,Having a good trip on a boat with good friends.,joy
7181,Saw a classmate knocked down by a motorcycle.,fear
7182,"Being sexually assulted on a bus and noone helped (people only á
laughed).",anger
7183,"Being sexually assulted and told my friends about it (we cried á
together).",sadness
7184,"Heard someone boasting his fortune telling and I knew he was á
lying.",disgust
7185,Being criticized by teacher in public.,shame
7186,Shouting at my parents because I was angry about something else.,guilt
7187,Going to see a good film with my best friend.,joy
7188,"Suddenly found out that I was the lasr one to leave the anatomy á
room.",fear
7189,"Some boys deliberately played tricks on me in the experiments.
",anger
7190,"Iqam chosen for your lecture and my best friend is not. Now he is á
angry with me and I cannot help him.",sadness
7191,Listening to my roommate boasting about her new clothes.,disgust
7192,China not winning more gold medals in the Asian Olympics.,shame
7193,Not being able to help my friend to study English.,guilt
7194,Being elected as class leader.,joy
7195,Walking in the dark I saw something strange.,fear
7196,"Your prejudice against psychology students and education students á
(not allowing us to go to the medical university lectures).",anger
7197,A friend's brother died.,sadness
7198,A wurm dropped on my head.,disgust
7199,Not doing well in an examn which was easy.,shame
7200,Wrongly accused a classmate.,guilt
7201,Getting into this university to do medicine.,joy
7202,First time in anatomy.,fear
7203,Being insulted in public for the wrong reason.,anger
7204,"Not being chosen for the English lectures (my girl-friend á
chosen).",sadness
7205,My roommate messing up our room.,disgust
7206,Not doing well in examns which I should do well (English examns).,shame
7207,"Heard that my girl-friend was chosen for the English lectures and á
I was not. I lost my temper and she is very upset now.",guilt
7208,Success in university entrance examination.,joy
7209,I helped someone to do something and was found out.,fear
7210,Misunderstood by friends.,anger
7211,My mother was ill and my father was not at home.,sadness
7212,"My roommate being nice to a party leader in order to get into the á
party.",disgust
7213,China not doing well in the Asian Olympic games.,shame
7214,Not collecting letters for my friend al I promised.,guilt
7215,Doing well in an examn.,joy
7216,Before the examn.,fear
7217,"Some foreign students playing loud music before the biology á
examn.",anger
7218,Finding out that the girl I like does not like me.,sadness
7219,"Saw two Canadian students boasting about how rich they are in á
Canada.",disgust
7220,"Finding out that China does not have enough foreign currency to á
buy books.",shame
7221,"Calling lecturers nicknames when talking to housemen (They told á
ne you are even younger than they are so you should not be giving á
public lectures).",guilt
7222,Had a letter from my father (usually he does not write to me).,joy
7223,Being alone in the room at night.,fear
7224,Quarreling with classmates.,anger
7225,My father told me in the letter that my mother is ill.,sadness
7226,My roommate talking and shaking her bed at night.,disgust
7227,Finding out that I was deceived by my friend.,shame
7228,A friend came to visit me and I was not there.,guilt
7229,Finding out my name on the list for English lectures.,joy
7230,Walking out from the biology building.,fear
7231,"Someone told me that I was chosen for English lectures because á
the class leader is going out with me (not true).",anger
7232,My sister bkoke her leg.,sadness
7233,Some boys boasting about their ability to tell dirty jokes.,disgust
7234,Finding out China is backward in science.,shame
7235,"When some housemen told me a young girl like you should not be á
allowed to lecture to consultants	 I was too shy to argue against á
them.",guilt
7236,Made a wonderful driend who understands me.,joy
7237,Being chased in the dark by someone I did not know.,fear
7238,My best friend betrayed me and told other people my secrets.,anger
7239,Disappointed by a friend.,sadness
7240,"Finding out some people had been talking about me at my back.
",disgust
7241,Being sexually assulted in public.,shame
7242,I did not reply to my friend's letter in time. ,guilt
7243,Watching China winning the Asian Olympic games.,joy
7244,Suddenly met someone in the biology building at night.,fear
7245,Being insulted by my roommate.,anger
7246,Not getting an airplane ticket fot my mother.,guilt
7247,Talking with a nice girl.,joy
7248,Talking about snakes.,fear
7249,People not resprcting my opinion.,anger
7250,Lost my girl-friend.,sadness
7251,Talking to someone I disliked.,disgust
7252,Criticized by a teacher in public.,shame
7253,Not being able to help my friend.,guilt
7254,Getting a letter from a friend who did not write for a long time.,joy
7255,Staying in a relative's house which was broken in before.,fear
7256,Being insulted on a bus.,anger
7257,Insulted by my mother.,sadness
7258,A relative not acting on her promise.,disgust
7259,First time going out with a boy and other people laughed at us.,shame
7260,"A friend wanted to give me a surprise into my room and I thought á
she was stealing from the room.",guilt
7261,Being asked to go out by someone I care. ,joy
7262,Before an important examn.,fear
7263,"My parents do not like my friend and told me to stay away from á
him.",anger
7264,My friend not allowed to go to the English lectures.,sadness
7265,Postgraduate students talking about girls stupid.,disgust
7266,Ctiticized by teachers in public.,shame
7267,"My friend did not do well in the examn because I did not help á
him.",guilt
7268,"I went on a picnic to the country side park.  The beautiful á
scenary made me feel relaxed and every worry disappeared 	 thus á
the picnic was worthwhile.",joy
7269,"I am afraid of my academic results as I will face several á
problems.  I am scared of my limitations and the unlimited á
problems and I do not know how to cope with them.",fear
7270,"I quarrelled with my brothers (twins) at home on saturday.  One á
of them studies in a private school and the other one is á
repeating his form five.  They do not know what they are doing.  á
They follow every word of their teachers	 books and systems.  á
They always try to rationalize their bad acts by some game and á
they are satisfied with their awkward life.  I have tried to á
persuade them very often but have failed.  This time I had a á
fight as they have no voluntary spirit (they did not polish the á
floor).",anger
7271,"I have been thinking of changing my major for a few months.  My á
original major was Chinese language and it blocks my way.  I have á
to face many problems at the sametime and I do not know what is á
real and virtuous.  I do not know if I am not interested in á
Chinese or if there are other factors which make me sad.  I am á
not very clear on what I can do for the study of Communication á
and Journalism.  I am not clear about what I can do.  What are á
the limitations ?   I hesitate but I feel more adjusted now.",sadness
7272,"I had been forced to get together with strange and disgusting á
classmates.  The things they talked about disgusted me and made á
me feel ill at ease.  I knew that I would feel unhappy if I á
stayed there but I was defeated by the social norms.",disgust
7273,"I had obviously done the work badly but my class-mates of the á
student's association did not blame me	 they helped me do the á
work.",shame
7274,"I had not done my assignment seriously.  I only pretended to á
finish the work as the work did not have any meaning for me.  The á
whole thing made me feel guilty.",guilt
7275,"I preached to a F.3 students in a gospel camp.  They thus knew á
more about God and made up their minds to believe in Jesus.",joy
7276,"When the doctor told me that there was something wrong with my á
eye and I had to undergo an operation.",fear
7277,"I had left a student newspaper of the Chinese university on the á
table of the library.  It had disappeared when I came back.",anger
7278,"One of my class-mates had a disease unexpectedly	 he had been in á
a coma for six days in a hospital before he died.",sadness
7279,"Someone	 who was sitting very close to me	 was smoknig in the á
compartment of an air conditioned mini-bus.",disgust
7280,"In the compartment of a public transport railway	 I did not give á
my seat to an old man who was standing near me.  It was another á
teenager who did so.",shame
7281,"One saturday night I did some meaningless work and went to bed á
very late.  Next morning I had was very sleepy so I continued á
sleeping even though I had work to do and I missed the Sunday á
service.",guilt
7282,When I attended the concert of a pop singer.,joy
7283,I was afraid that I would fail an examination.,fear
7284,"I had too much homework and examinations and I did not know how á
to organize my work.",anger
7285,When I forgot the lyrics during a song contest.,sadness
7286,Because of the examination I had to study night and day.,disgust
7287,I did badly in the mid term examination.,shame
7288,The results of the mid term examinations were very poor.,guilt
7289,When I had a good result in the certificate examination.,joy
7290,When I was walking along a road alone on my way to go shopping.,fear
7291,"In the student's union there was someone who took the photocopies á
of two large volumes.  I asked him to let me take a few	 he refused á
it for an acceptable reason. ",anger
7292,When another person's mother died.,sadness
7293,I greeted a friend and he did not respond.,disgust
7294,"In an examination 	which other students found easy I could hardly á
think and did not know what to answer.",shame
7295,I cut a friend's hair in anger	 without any consideration.,guilt
7296,Yesterday my friend gave me a gift and had dinner with me.,joy
7297,"Once while walking along a hill; I fell down out of carelessness á
and I broke my left arm.",fear
7298,"Last week	 my organization summoned an executive meeting and one á
of the executive member's pointed out a loop hole in the á
committee's administration.  He could not suggest any á
improvements	 so I quarrelled with him.",anger
7299,The death of my father.,sadness
7300,"I was sitting in the bus and a man with a very unpleasant á
smell came and sat next to me	 to top it all he smoked á
continously.",disgust
7301,"When I was in the canteen of the United college I mistook a á
stranger for a classmate as I was not wearing my glasses.  I á
realized that I had made this mistake when I saw him again á
carefully.",shame
7302,"I got up late and I could not go to my lessons on time.  When I á
entered the class room the stare of the teacher and my classmates á
made me feel guilty.",guilt
7303,When my application for studying the masters degree was accepted. ,joy
7304,"Once at midnight	 I was working alone at office and the phone á
suddenly rang.",fear
7305,"When I was concentrating on my work	 my friend disturbed me á
continously.  I asked him to stop but in vain.",anger
7306,"I had asked the teacher to write a recommendation letter for me	 á
but I had not provided enough information and had run short of á
time.",sadness
7307,"When I was talking to a person who is a hypocrite	 I felt á
disgusted at his reaction.",disgust
7308,My companion admired me when I did some work voluntarily.,shame
7309,My wrong behaviour made my loved one feel sad and uneasy.,guilt
7310,"When I first heard ""I like you !"" from my boyfriend.",joy
7311,"When I received the higher level exam results	 I mistook the á
grade E in mathematics for a grade F and I was shocked.",fear
7312,"I had planned to study for my mid-term exams on a certain day and  á
my room-mate called me to ask me to go out for a stroll.  I tried á
to make an excuse so as not to go out but she refused to listen á
to me and insisted that I go out with her.  I find it unnecessary  á
to talk to her anymore.á
",anger
7313,Due to some reasons my boyfriend and I decided to separate.,sadness
7314,"Once when I had started to write a paper	 there was a phone á
call for me.  I had to go downstairs to receive it and after the á
conversation I discovered that all the information had á
disappeared from my mind.",disgust
7315,"When the teacher asked me a question	 I did not know the answer á
and I just stood still for about a few minutes without saying a á
word.",shame
7316,"Once when I was in the cell group (religious activity) I found á
that almost everyone in the group read the bible daily and I felt á
guilty in my heart.",guilt
7317,"When I read the newspaper that morning I found my candidature á
number on the admission list of the Chinese university.  I was á
satisfied and happy and the cumulative anxiety disappeared.  I á
only wanted to cry out that I had succeeded.",joy
7318,"Tutorial again !  A fearful feeling came to me when I sat on the á
chair and looked at my fellow students all around.  I was really á
scared that they would ask me some questions or challenge the á
ideas that I had presented.",fear
7319,"The trick was really intolerable.  They hid it	 and I was worried á
and restless all day.  When I saw them I really wanted to slap á
each one of them.",anger
7320,"A and I were walking along the new Asia stairway to the Chung Chi á
college for our lecture and I saw him with her.  He put one arm á
around her shoulder and laugher brightly and joyfully.  I did not á
dare and did not want to look	 just walked by them quickly.  The á
interest of talking to A disappeared and I just wanted to remain á
silent.  But I did not want A to know and so I left him and went á
to F.  I should have expected this to happen.",sadness
7321,"Knowing that I had to do the survey with him I felt very á
reluctant.  Although I do not know him I feel disgusted by just á
looking at him.  Thinking that the project lasted several days I á
regreted having joined that project.",disgust
7322,"During the lesson the teacher called me and asked me if I had á
reported that I was late.  I pretended that I had but looking at á
her eyes I knew that she knew that I was lying.  I thought that á
it was really bad luck that she had examined the list of the á
students who were late.",shame
7323,"That evening when I opened the songbook while I was singing the á
song ""Those were the days"" that guilt feeling became stronger.  á
The lyrics described well - I was really wrong.  The wish that I á
had made was really bad. If she were with me I would really be á
happy and we would play happily together like the days in á
secondary school and she would not be disappointed and gloomy á
because of me.",guilt
7324,"When I learnt that I could do further studies at the Chinese á
university.",joy
7325,"My best frieend left school recently.  The next day the weather á
turned bad suddenly and the male class-mates turned off the á
lights.  I remained on the table and was scared.",fear
7326,I was scolded by my mother for no reason.,anger
7327,When I learnt that I had been betrayed by my friend.,sadness
7328,"When I dined with my new friends	 one of them kept reminding us á
that he was superior.",disgust
7329,"While dining with some accquaintances I was asked something á
which I should have known but I did not know.",shame
7330,"My friend came to the concert for my sake as it was me who had á
organized it and the concert was unsuccessful.",guilt
7331,I was accepted by the Chinese university.,joy
7332,"Waiting for the results of the High level examination.  I was á
afraid of not being accepted.",fear
7333,"I had a date with a friend to see a movie and my friend was late. á
 I waited for a long hour and was very angry.",anger
7334,The quarrel between my  parents.,sadness
7335,"During the Chinese lessons a student often showed off. Moreover á
he misbehaved and dressed very badly.  So disgusting !",disgust
7336,"I saw a bag on the street and just then a stranger passed by.  I á
picked up the bag immediately and gave it to the stranger as I á
thought that it belonged to him.  But it was not his bag and I á
felt ashamed.",shame
7337,I refused to lend my homework to a friend.,guilt
7338,[ No response.],joy
7339,"Once	 before I had learnt to swim	 I stepped on a slippery slope á
where there was a lot of moss and I slipped into the water.  The á
water was very deep and I could not stand on my feet.  I sank á
and had to use a lot of energy.",fear
7340,[ No response.],anger
7341,[ No response.],sadness
7342,"One day when I was sitting in a not very crowded bus	 a middle  á
aged woman was standing beside me.  The person sitting next to me á
got up to get off and this woman pushed me and occupied the seat. á
 Then she took off her shoes and put her feet on the seat.",disgust
7343,[ No response.],shame
7344,[ No response.],joy
7345,When I saw a horrible movie - Alien.,fear
7346,[ No response.],anger
7347,"In 1983	 my results at the university entrance exam were very á
poor - far from what I had expected.   I thought that I would not á
be accepted at the university.",sadness
7348,"I am disgusted by people who spoil their identity because of á
misbehaviour.  This morning when I was in a crowded bus	 I found á
a seat on which a university student was sitting on one side and á
he had put his bag and files next to him.  There was very little á
space left and I sat down while he kept on reading.  Even when I á
leaned on him he did not put his bag away.  He did not respond and á
I felt very angry.",disgust
7349,"During a lecture six students (including me) were asked to leave á
the class as we had not prepared for the lesson.  I felt ashamed á
and angry.",shame
7350,"One evening I went fishing with some friends but we could not á
fish as a fisherman had already put his net there.  We pulled á
out the net to find only crabs in it so we threw the net away.  á
The net was large and may have cost $1000.  The fisherman used á
the net to earn a living and we had had thrown it.",guilt
7351,"I had a very close friend who went to Canada after her F.B	 his  á
departure was unavoidable.  When he came back during the Summer á
holidays I was very happy as nothing had changed between us.",joy
7352,"The day before the university results came out I was both excited á
and scared.  If I failed I did not know what I would do as I did á
not want to work	 my family was ambivalent.",fear
7353,"Before the certificate examination I was very poor in Biology á
(the worst result in my class).  Ever since F.5 it had been á
getting poorer and poorer.  I had tried my best and had spent á
most of my time studying this subject.  Finally my results were á
so bad that I thought that it was just not fair.",anger
7354,"My cat died from an illness.  It had been with us for 7 years.  á
It was a lovely cat.  It had been ill for one or two weeks and á
the veterinary surgeon had told us that it was dying.",sadness
7355,"In secondary school I had a class-mate who talked too much.   á
Once we went to the cinema after school and she sat next to me and á
commented the movie throughout  - very disgusting.",disgust
7356,"Our teacher had invited us to lunch and once at the canteen we á
started introducing ourselves.  Two of the boys showed a lot of á
interest in knowing personal details and then they started á
talking about some activities held in the college.  I had little á
interest in those activities so I talked to another student á
sitting next to me as I was afraid that they would ask me á
questions on those activities.",shame
7357,"My younger sister wanted to take classes to learn a musical á
instrument.  One Saturday morning my mother asked me to go with        á
her for the registration.  I did not want to go  so I said that á
there might be many bad people at the club.  As a resullt my á
sister was scolded by my mother.",guilt
7358,When I could study at university.,joy
7359,When I forgot the lines of the play during an orientation camp.,fear
7360,"Before the department meeting my friend ate a dish that I had á
prepared for this meeting.",anger
7361,"I had a very short term romance during the summer vacations.  When á
we first met I felt excited but I wanted to avoid him after we had met á
a few times and so I proposed that we stay apart	 I felt very á
sad then.",sadness
7362,"I felt disgusted on seeing my boyfriend after our separation.  á
One day he was begging at the mass transit railway station and at á
that moment I hated him.",disgust
7363,Acting in a play at the orientation camp made me feel timid.,shame
7364,I made my boyfriend so unhappy and depressed that I feel guilty.,guilt
7365,"My friend had organized a birthday party for me secretly	 I was á
very happy not so much for the presents but because they seemed á
to care for me.",joy
7366,"My 80 year old grandfather underwent three successive operations á
during a single year.  The third operation was risky and I was á
scared that he would die and feared that my grandmother would be á
very sad.",fear
7367,"My elder brother often criticizes my mother's cooking.  Once he á
did it very impolitely and lost his temper.  This made all of us á
very sad.  I was very angry and I scolded him.  He asked me not á
to interfere with what was his buisness.",anger
7368,"When my grandfather died I was extremely sad.  However my family á
members did not have any special feelings	 they said that he was á
already 80 years old.",sadness
7369,"I was an instructior in a youth organization.  Whenever we	 the á
instructors would have a meeting the advisor would be present.  á
He did not understand our worknig conditions but talked a lot á
and had a lot of outdated ideas.  Whenever we disagreed with him á
he was very discontent and said that we had a prejudice against á
him.  Why did he have to treat us as his subordinates ?",disgust
7370,"When we received  our academic result I learnt that my  results á
were bad as I had not done my best.  The results of my á
accquaintances were good and when they asked me about my results á
I really did not want to answer.",shame
7371,"When I was fighting with my elder brother I unintentionally hurt   á
him in the eye with a wooden bar.  I felt guilty and feared that á
he would be blind	 fortunately he recovered after 15 days.",guilt
7372,I finished my homework; an important task.,joy
7373,"Fear of the turn that the examination paper would take as I á
lacked confidence.",fear
7374,"Mr C took my drawing pens	 without having asked for my permission á
first	 and lost them.  He did not tell me about it till I asked á
him and then did not try to find them.",anger
7375,"When I learnt that I had to repeat the first year	 I found the á
solution immediately but was blocked by many difficulties.",sadness
7376,"My girlfriend lost her temper without any reason and she did not á
consider or respect my feelings.",disgust
7377,"After I had given the wrong answer to my students they pointed á
it out to me and I had to correct myself.",shame
7378,I prayed unfaithfully.,guilt
7379,"I am happpy when I get good results in the field of academics or á
athletics.  ",joy
7380,"One day a fierce looking man came to our house  and said that my á
father should apologize to him	 however I was alone at home.",fear
7381,"My cassmate laughed at me when I was being scolded by the á
teacher.",anger
7382,"I knew a girl so lovely that everyone would like her.  But she á
refused to accept my Christmas present and I tried to forget á
her.",sadness
7383,"I hate the behaviour of my so called friends	 they use bad á
language	 spit	 boast and treat the youngsters badly.",disgust
7384,"When I was young my mother told the neighbour that I had wet the á
bed.  I felt ashamed thinking that the neighbour's children would á
get to know about it.",shame
7385,"One day while we were strolling along the road one of my á
friends suggested that we go and watch a blue film.  I was á
curious so I went along but I felt quite guilty later.",guilt
7386,"The day the results of the university entrance exam was á
published	 I found my canditate number and I was very excited.",joy
7387,"One night we were having a barbecue on the beach and I needed to á
go to my car	 which was far away from the beach.  It was very á
dark as there were no street lamps.  I ran in the dark	 very á
scared	 I ran as fast as possible.",fear
7388,[ No response.],anger
7389,"I separated with the one I liked most.  She refused all my dates á
and told me that she had dated another one.  My heart seemed to á
cease beating.  I was silent for some time and then I whispered á
goodbye and left without turning back.",sadness
7390,"When I was a teacher in an evening school	 a girl raised a lot of á
questions and expressed her opinions.  She	 very often	 took a á
stand which was different from mine and she thought that it á
was better than mine.  Her opinions were helpful academically	 but  á
she did not take into consideration my position in public.  Also á
she seemed to be very talkative and so she disgusted me.",disgust
7391,"I had lunch in a restaurant with a friend and I paid the bill.  á
The change was that of a two dollar and a ten cent coin.  As I á
was talking with my friend I took the two dollar coin and forgot á
to leave a tip.",shame
7392,"I was cold to my sister without meaning it	 just because I was á
upset and frustated.",guilt
7393,When I learnt that I had been admitted to the university.,joy
7394,"After the interview for admission to the university and before á
the admission list was disclosed.  I was scared that I would not á
be admitted and my fear lasted for quite some time.  My fear á
disappeared only after the list was disclosed.",fear
7395,"When I was studying in the library - preparing for a test	 two á
people sitting next to me talked to each other for 20 minutes.  á
There were no other seats so I could not go elsewhere and I did   á
not want to interrupt them	 so I could only be angry in my heart.",anger
7396,"I had been separated from my girlfriend for about a year.  On her á
birthday I put a present in her mailbox.  I had spent two days á
choosing a suitable present for her.  I waited for a few days and á
there was no reply from her; at last I received a thank-you card á
in my mailbox.  On the card there was only my name	 the words thank-you  á
and her signature.  I was very sad then.",sadness
7397,"When I was travelling to school by bus	 I went past a place á
where a sewer had been repaired.  There was a bad strong smell á
which suffocated me and I wanted to leave the place immediately.",disgust
